Date,open,high,low,close,volume,daily_return,volatility,ma_50,ma_200,open_outlier,high_outlier,low_outlier,close_outlier,price_consistency
3/17/2022,359.7,373.31,354.88,371.4,5818348,3.88,3.26,416.699,541.04625,FALSE,FALSE,FALSE,FALSE,TRUE
3/18/2022,372,381.8,368.47,380.6,8252687,2.48,3.26,412.9606,540.5021,FALSE,FALSE,FALSE,FALSE,TRUE
3/21/2022,378.02,381.82,368.94,374.59,4612272,-1.58,3.26,409.3866,539.90135,FALSE,FALSE,FALSE,FALSE,TRUE
3/22/2022,371.14,386.66,366.76,382.92,4209911,2.22,3.2,406.2238,539.34265,FALSE,FALSE,FALSE,FALSE,TRUE
3/23/2022,379.77,382.46,374.49,374.49,3728954,-2.2,3.18,402.9166,538.75315,FALSE,FALSE,FALSE,FALSE,TRUE
3/24/2022,379.76,379.76,368.9,375.71,3888461,0.33,2.85,399.614,538.20265,FALSE,FALSE,FALSE,FALSE,TRUE
3/25/2022,377.07,377.64,366.43,373.85,3568441,-0.5,2.85,396.3466,537.63555,FALSE,FALSE,FALSE,FALSE,TRUE
3/28/2022,375.23,380.28,366.73,378.51,4323435,1.25,2.86,393.5328,537.08425,FALSE,FALSE,FALSE,FALSE,TRUE
3/29/2022,384.39,396.5,380.33,391.82,5880723,3.52,2.93,390.8554,536.5439,FALSE,FALSE,FALSE,FALSE,TRUE
3/30/2022,389.55,392.7,378.62,381.47,4023301,-2.64,2.98,388.2688,535.99175,FALSE,FALSE,FALSE,FALSE,TRUE
3/31/2022,383.59,384,373.61,374.59,4134720,-1.8,2.91,385.4434,535.40265,FALSE,FALSE,FALSE,FALSE,TRUE
4/1/2022,376.8,380.87,368.5,373.47,4644237,-0.3,2.88,382.7478,534.7783,FALSE,FALSE,FALSE,FALSE,TRUE
4/4/2022,373.55,396.02,373.13,391.5,7009235,4.83,2.95,382.6278,534.23195,FALSE,FALSE,FALSE,FALSE,TRUE
4/5/2022,389.3,390,377.3,380.15,4127937,-2.9,2.97,382.4878,533.6477,FALSE,FALSE,FALSE,FALSE,TRUE
4/6/2022,374.15,376.47,362.73,368.35,4354885,-3.1,2.89,382.5264,532.94535,FALSE,FALSE,FALSE,FALSE,TRUE
4/7/2022,365,368.54,353.69,362.15,4948909,-1.68,2.92,382.5754,532.1924,FALSE,FALSE,FALSE,FALSE,TRUE
4/8/2022,361.96,362.5,354.86,355.88,4025183,-1.73,2.74,381.959,531.3815,FALSE,FALSE,FALSE,FALSE,TRUE
4/11/2022,350,354.78,345.2,348,3777096,-2.21,2.71,381.2318,530.48615,FALSE,FALSE,FALSE,FALSE,TRUE
4/12/2022,355.91,359.41,342.25,344.1,3824261,-1.12,2.59,379.571,529.5415,FALSE,FALSE,FALSE,FALSE,TRUE
4/13/2022,343.92,352,341.16,350.43,3230950,1.84,2.46,377.437,528.62615,FALSE,FALSE,FALSE,FALSE,TRUE
4/14/2022,350.95,352,339.86,341.13,4343837,-2.65,2.34,375.67,527.69075,FALSE,FALSE,FALSE,FALSE,TRUE
4/18/2022,340,342.36,331.62,337.86,5105041,-0.96,2.24,374.3152,526.71235,FALSE,FALSE,FALSE,FALSE,TRUE
4/19/2022,333.22,351.68,333.22,348.61,20906885,3.18,2.37,373.084,525.7855,FALSE,FALSE,FALSE,FALSE,TRUE
4/20/2022,245.2,248.7,212.51,226.19,132644607,-35.12,8.08,369.5658,524.20825,FALSE,FALSE,FALSE,FALSE,TRUE
4/21/2022,220,227.68,211.52,218.22,53501603,-3.52,8.09,365.8596,522.61955,FALSE,FALSE,FALSE,FALSE,TRUE
4/22/2022,220.18,226.27,210.05,215.52,37515127,-1.24,8.07,361.9122,521.04335,FALSE,FALSE,FALSE,FALSE,TRUE
4/25/2022,213.81,216.66,204.51,209.91,28152045,-2.6,8.06,357.985,519.413,FALSE,FALSE,FALSE,FALSE,TRUE
4/26/2022,208.8,209.15,198.28,198.4,20064274,-5.48,8.03,354.1268,517.71845,FALSE,FALSE,FALSE,FALSE,TRUE
4/27/2022,194,200.19,187.77,188.54,22298394,-4.97,7.91,349.9662,515.95775,FALSE,FALSE,FALSE,FALSE,TRUE
4/28/2022,191.56,201.48,185.6,199.52,21363162,5.82,8.16,345.8074,514.2156,FALSE,FALSE,FALSE,FALSE,TRUE
4/29/2022,198.68,204.71,190,190.36,16391889,-4.59,8.17,341.653,512.45265,FALSE,FALSE,FALSE,FALSE,TRUE
